,hotel_id,hotel_name,hotel_address,hotel_rank,avg_score
0,5_6,Khách sạn và Spa Florida Nha Trang (Florida Nha Trang Hotel And Spa),"66 Quang Trung, Lộc Thọ, Nha Trang, Việt Nam, 650000",5.0,8.5
